year,lea_name,school_code,school_name,spg_grade,spg_score
2014-15,Rowan-Salisbury Schools,800359,Dole Elementary,D,40
2014-15,Rowan-Salisbury Schools,800360,Hurley Elementary,D,45
2014-15,Rowan-Salisbury Schools,800361,Carson High,C,68
2014-15,Rowan-Salisbury Schools,800362,Knollwood Elementary,F,38
2014-15,Rowan-Salisbury Schools,800363,Knox Middle,F,34
2014-15,Rowan-Salisbury Schools,800364,Landis Elementary,D,43
2014-15,Rowan-Salisbury Schools,800366,Millbridge Elementary,C,58
2014-15,Rowan-Salisbury Schools,800368,Morgan Elementary,C,59
2014-15,Rowan-Salisbury Schools,800372,Mt Ulla Elementary,C,66
2014-15,Rowan-Salisbury Schools,800373,North Rowan Elementary,F,37
2014-15,Rowan-Salisbury Schools,800376,North Rowan High,D,47
2014-15,Rowan-Salisbury Schools,800377,North Rowan Middle,D,45
2014-15,Rowan-Salisbury Schools,800392,Rockwell Elementary,C,63
2014-15,Rowan-Salisbury Schools,800394,Rowan Co Early College,B,83
2014-15,Rowan-Salisbury Schools,800396,Salisbury High,D,54
2014-15,Rowan-Salisbury Schools,800398,Southeast Middle,D,44
2014-15,Rowan-Salisbury Schools,800400,South Rowan High,C,57
2014-15,Rowan-Salisbury Schools,800408,West Rowan High,C,59
2014-15,Rowan-Salisbury Schools,800410,West Rowan Middle,D,49
2014-15,Rowan-Salisbury Schools,800412,Woodleaf Elementary,D,49
2014-15,Rutherford County Schools,810324,Chase High School,C,67
2014-15,Rutherford County Schools,810326,Chase Middle School,D,51
2014-15,Rutherford County Schools,810328,Cliffside Elementary School,B,74
2014-15,Rutherford County Schools,810336,Forest City-Dunbar Elementary School,C,58
2014-15,Rutherford County Schools,810340,East Rutherford High School,C,61
2014-15,Rutherford County Schools,810342,East Rutherford Middle School,C,55
2014-15,Rutherford County Schools,810344,Ellenboro Elementary School,B,70
2014-15,Rutherford County Schools,810350,Forrest W Hunt Elementary School,B,74
2014-15,Rutherford County Schools,810360,Harris Elementary School,B,70
2014-15,Rutherford County Schools,810364,Mt Vernon-Ruth Elementary School,C,63
2014-15,Rutherford County Schools,810370,Pinnacle Elementary School,B,73
2014-15,Rutherford County Schools,810378,R-S Middle School,D,51
2014-15,Rutherford County Schools,810384,R-S Central High School,C,59
2014-15,Rutherford County Schools,810385,Rutherford Early College High School,A,87
2014-15,Rutherford County Schools,810388,Rutherfordton Elementary School,C,69
2014-15,Rutherford County Schools,810396,Spindale Elementary School,C,65
2014-15,Rutherford County Schools,810400,Sunshine Elementary School,B,74
2014-15,Sampson County Schools,820312,Roseboro Elementary,C,67
2014-15,Sampson County Schools,820320,Clement Elementary,C,61
2014-15,Sampson County Schools,820324,Sampson Early College High,B,80
2014-15,Sampson County Schools,820340,Hargrove Elementary,C,69
2014-15,Sampson County Schools,820346,Hobbton Elementary,B,71
2014-15,Sampson County Schools,820347,Hobbton Middle,C,55
2014-15,Sampson County Schools,820348,Hobbton High,C,69
2014-15,Sampson County Schools,820349,Lakewood High,C,60
2014-15,Sampson County Schools,820350,Midway Elementary,B,73
2014-15,Sampson County Schools,820352,Midway High,C,67
2014-15,Sampson County Schools,820354,Midway Middle,C,60
2014-15,Sampson County Schools,820364,Plain View Elementary,B,78
2014-15,Sampson County Schools,820370,Union Middle,D,50
2014-15,Sampson County Schools,820372,Roseboro-Salemburg Middle,C,61
2014-15,Sampson County Schools,820376,Salemburg Elementary,C,61
2014-15,Sampson County Schools,820384,Union Elementary,B,74
2014-15,Sampson County Schools,820385,Union Intermediate,C,62
2014-15,Sampson County Schools,820388,Union High,C,59
2014-15,Clinton City Schools,821304,Butler Avenue Elementary,B,74
2014-15,Clinton City Schools,821308,Clinton High,C,63
2014-15,Clinton City Schools,821320,Sampson Middle,C,68
2014-15,Clinton City Schools,821330,Sunset Avenue Elementary,C,58
2014-15,Scotland County Schools,830304,Carver Middle,D,47
2014-15,Scotland County Schools,830312,Covington Street Elementary,C,64
2014-15,Scotland County Schools,830320,I E Johnson Elementary,F,39
2014-15,Scotland County Schools,830328,Laurel Hill Elementary,B,80
2014-15,Scotland County Schools,830336,North Laurinburg Elementary,C,58
2014-15,Scotland County Schools,830343,Scotland High School,C,58
2014-15,Scotland County Schools,830344,Pate-Gardner Elementary,C,64
2014-15,Scotland County Schools,830348,Scotland Early College High,A,90
2014-15,Scotland County Schools,830349,Spring Hill Middle,C,61
2014-15,Scotland County Schools,830350,Sycamore Lane Middle,C,55
2014-15,Scotland County Schools,830356,South Scotland Elementary,C,63
2014-15,Scotland County Schools,830360,Wagram Elementary,D,52
2014-15,Scotland County Schools,830364,Washington Park Elementary,C,66
2014-15,Stanly County Schools,840302,Albemarle High,D,52
2014-15,Stanly County Schools,840303,Albemarle Middle,C,56
2014-15,Stanly County Schools,840304,Aquadale Elementary,C,68
2014-15,Stanly County Schools,840308,Badin Elementary,C,66
2014-15,Stanly County Schools,840310,Central Elementary,D,51
2014-15,Stanly County Schools,840312,Endy Elementary,B,71
2014-15,Stanly County Schools,840316,East Albemarle Elementary,C,56
2014-15,Stanly County Schools,840320,Locust Elementary,C,64
2014-15,Stanly County Schools,840324,Millingport Elementary,D,52
2014-15,Stanly County Schools,840328,North Stanly Middle,C,66
2014-15,Stanly County Schools,840332,North Stanly High,C,57
2014-15,Stanly County Schools,840336,Norwood Elementary,D,48
2014-15,Stanly County Schools,840340,Oakboro Elementary,D,54
2014-15,Stanly County Schools,840344,Richfield Elementary,C,62
2014-15,Stanly County Schools,840350,West Stanly Middle School,C,67
2014-15,Stanly County Schools,840356,South Stanly High,C,66
2014-15,Stanly County Schools,840358,South Stanly Middle,D,54
2014-15,Stanly County Schools,840360,Stanfield Elementary,C,60
2014-15,Stanly County Schools,840361,Stanly Early College High,B,80
2014-15,Stanly County Schools,840368,West Stanly High,C,69
2014-15,Stokes County Schools,850304,Chestnut Grove Middle,C,63
2014-15,Stokes County Schools,850308,Francisco Elementary,C,63
2014-15,Stokes County Schools,850312,Germanton Elementary,C,55
2014-15,Stokes County Schools,850314,Mount Olive Elementary,B,74
2014-15,Stokes County Schools,850316,King Elementary,C,68
2014-15,Stokes County Schools,850320,Lawsonville Elementary,C,64
2014-15,Stokes County Schools,850328,Nancy Reynolds Elementary,C,62
2014-15,Stokes County Schools,850332,North Stokes High,B,71
2014-15,Stokes County Schools,850336,Pine Hall Elementary,C,57
2014-15,Stokes County Schools,850338,Piney Grove Middle,D,53
2014-15,Stokes County Schools,850340,Pinnacle Elementary,C,56
2014-15,Stokes County Schools,850342,Poplar Springs Elementary,C,64
2014-15,Stokes County Schools,850348,Sandy Ridge Elementary,C,65
2014-15,Stokes County Schools,850350,Southeastern Middle,C,58
2014-15,Stokes County Schools,850352,South Stokes High,B,72
2014-15,Stokes County Schools,850354,London Elementary,C,63
2014-15,Stokes County Schools,850356,Walnut Cove Elementary,C,61
2014-15,Stokes County Schools,850358,West Stokes High,C,68
2014-15,Stokes County Schools,850360,Stokes Early College,A,86
2014-15,Surry County Schools,860302,Cedar Ridge Elementary,B,76
2014-15,Surry County Schools,860306,Central Middle,C,68
2014-15,Surry County Schools,860308,Copeland Elementary,C,67
2014-15,Surry County Schools,860312,Dobson Elementary,C,66
2014-15,Surry County Schools,860316,East Surry High,B,73
2014-15,Surry County Schools,860320,Flat Rock Elementary,B,71
2014-15,Surry County Schools,860324,Franklin Elementary,C,64
2014-15,Surry County Schools,860326,J Sam Gentry Middle,C,69
2014-15,Surry County Schools,860330,Meadowview Magnet Middle,D,47
2014-15,Surry County Schools,860332,Mountain Park Elementary,C,56
2014-15,Surry County Schools,860336,North Surry High,C,63
2014-15,Surry County Schools,860339,Pilot Mountain Elementary,C,63
2014-15,Surry County Schools,860340,Pilot Mountain Middle,C,68
2014-15,Surry County Schools,860344,Rockford Elementary,C,62
2014-15,Surry County Schools,860348,Shoals Elementary,B,84
2014-15,Surry County Schools,860352,Surry Central High,C,64
2014-15,Surry County Schools,860354,Surry Early College,A+NG,92
2014-15,Surry County Schools,860356,Westfield Elementary,C,68
2014-15,Surry County Schools,860360,White Plains Elementary,B,74
2014-15,Elkin City Schools,861304,Elkin Elementary,B,73
2014-15,Elkin City Schools,861308,Elkin High,B,79
2014-15,Elkin City Schools,861312,Elkin Middle,B,70
2014-15,Mount Airy City Schools,862310,Jones Elementary,B,72
2014-15,Mount Airy City Schools,862312,Mount Airy High,B,79
2014-15,Mount Airy City Schools,862316,Mount Airy Middle,C,68
2014-15,Swain County Schools,870314,Swain County High School,C,61
2014-15,Swain County Schools,870318,Swain County Middle School,C,57
2014-15,Swain County Schools,870320,Swain County East Elementary,C,56
2014-15,Swain County Schools,870324,Swain County West Elementary,C,69
2014-15,Transylvania County Schools,880304,Brevard Elementary,C,65
2014-15,Transylvania County Schools,880308,Brevard High,B,74
2014-15,Transylvania County Schools,880312,Brevard Middle,C,68
2014-15,Transylvania County Schools,880318,Pisgah Forest Elementary,B,71
2014-15,Transylvania County Schools,880324,Rosman Elementary,B,72
2014-15,Transylvania County Schools,880328,Rosman High,B,70
2014-15,Transylvania County Schools,880330,Rosman Middle,C,60
2014-15,Transylvania County Schools,880336,T C Henderson Elementary,B,77
2014-15,Tyrrell County Schools,890304,Columbia High,B,73
2014-15,Tyrrell County Schools,890306,Columbia Middle,D,43
2014-15,Tyrrell County Schools,890308,Tyrrell Elementary,C,56
2014-15,Union County Public Schools,900302,Antioch Elementary,A+NG,87
2014-15,Union County Public Schools,900303,Rea View Elementary,A,85
2014-15,Union County Public Schools,900304,Benton Heights Elementary,D,42
2014-15,Union County Public Schools,900305,New Town Elementary,A+NG,88
2014-15,Union County Public Schools,900306,East Elementary,F,36
2014-15,Union County Public Schools,900307,Rocky River Elementary,B,76
2014-15,Union County Public Schools,900308,East Union Middle,D,52
2014-15,Union County Public Schools,900310,Cuthbertson Middle,A,91
2014-15,Union County Public Schools,900311,Cuthbertson High,A+NG,92
2014-15,Union County Public Schools,900312,Fairview Elementary,B,75
2014-15,Union County Public Schools,900314,Monroe Middle,D,48
2014-15,Union County Public Schools,900316,Forest Hills High,C,64
2014-15,Union County Public Schools,900318,Hemby Bridge Elementary,B,77
2014-15,Union County Public Schools,900320,Indian Trail Elementary,B,77
2014-15,Union County Public Schools,900328,Kensington Elementary,B,77
2014-15,Union County Public Schools,900332,Marshville Elementary,C,58
2014-15,Union County Public Schools,900334,Marvin Elementary,A,86
2014-15,Union County Public Schools,900336,Monroe High,D,51
2014-15,Union County Public Schools,900340,New Salem Elementary,B,78
2014-15,Union County Public Schools,900341,Porter Ridge Elementary,B,70
2014-15,Union County Public Schools,900342,Porter Ridge High School,B,75
2014-15,Union County Public Schools,900343,Porter Ridge Middle School,B,71
2014-15,Union County Public Schools,900344,Parkwood High,C,64
2014-15,Union County Public Schools,900346,Parkwood Middle,C,62
2014-15,Union County Public Schools,900347,Poplin Elementary,A+NG,85
2014-15,Union County Public Schools,900348,Piedmont High,B,84
2014-15,Union County Public Schools,900350,Piedmont Middle,B,72
2014-15,Union County Public Schools,900351,Rock Rest Elementary,C,67
2014-15,Union County Public Schools,900352,Prospect Elementary,C,63
2014-15,Union County Public Schools,900353,Sandy Ridge Elementary,B,83
2014-15,Union County Public Schools,900354,Sardis Elementary,C,66
2014-15,Union County Public Schools,900356,Shiloh Elementary,B,78
2014-15,Union County Public Schools,900358,Stallings Elementary,B,81
2014-15,Union County Public Schools,900360,Sun Valley High,B,72
2014-15,Union County Public Schools,900362,Sun Valley Middle,C,66
2014-15,Union County Public Schools,900363,Sun Valley Elementary,B,80
2014-15,Union County Public Schools,900364,Union Elementary,B,70
2014-15,Union County Public Schools,900366,Central Academy of Technology & Arts,A+NG,95
2014-15,Union County Public Schools,900367,Union County Early College,A+NG,93
2014-15,Union County Public Schools,900368,Unionville Elementary,B,83
2014-15,Union County Public Schools,900370,Walter Bickett Elementary,F,39
2014-15,Union County Public Schools,900372,Waxhaw Elementary,C,64
2014-15,Union County Public Schools,900376,Weddington Elementary,A,92
2014-15,Union County Public Schools,900377,Weddington High,A+NG,89
2014-15,Union County Public Schools,900378,Weddington Middle,A+NG,93
2014-15,Union County Public Schools,900380,Wesley Chapel Elementary,B,83
2014-15,Union County Public Schools,900384,Western Union Elementary,C,65
2014-15,Union County Public Schools,900388,Wingate Elementary,C,57
2014-15,Union County Public Schools,900391,Marvin Ridge Middle,A,93
2014-15,Union County Public Schools,900393,Marvin Ridge High,A,93
2014-15,Vance County Schools,910304,Aycock Elementary,B,72
2014-15,Vance County Schools,910308,Carver Elementary,D,53
2014-15,Vance County Schools,910311,Clarke Elementary,C,60
2014-15,Vance County Schools,910314,Dabney Elementary,C,56
2014-15,Vance County Schools,910316,Eaton-Johnson Middle,F,37
2014-15,Vance County Schools,910320,Henderson Middle,F,35
2014-15,Vance County Schools,910340,New Hope Elementary,D,46
2014-15,Vance County Schools,910346,E O Young Jr Elementary,D,44
2014-15,Vance County Schools,910356,Pinkston Street Elementary,C,61
2014-15,Vance County Schools,910360,E M Rollins Elementary,D,42
2014-15,Vance County Schools,910364,Southern Vance High,D,49
2014-15,Vance County Schools,910370,Northern Vance High,D,46
2014-15,Vance County Schools,910376,L B Yancey Elementary,D,44
2014-15,Vance County Schools,910380,Zeb Vance Elementary,C,60
2014-15,Vance County Schools,910382,Vance Co Early College,B,77
2014-15,Vance County Schools,910384,STEM Early High,C,62
2014-15,Wake County Schools,920302,River Bend Elementary,C,60
2014-15,Wake County Schools,920304,Adams Elementary,B,73
2014-15,Wake County Schools,920306,Herbert Akins Rd Elementary,B,70
2014-15,Wake County Schools,920307,Alston Ridge Elementary,B,81
2014-15,Wake County Schools,920308,Apex Elementary,C,69
2014-15,Wake County Schools,920312,Apex Middle,B,78
2014-15,Wake County Schools,920316,Apex High,A+NG,86
2014-15,Wake County Schools,920318,Athens Drive High,B,75
2014-15,Wake County Schools,920320,Aversboro Elementary,C,63
2014-15,Wake County Schools,920325,Banks Rd Elementary,B,76
2014-15,Wake County Schools,920326,Baileywick Road Elementary,C,60
2014-15,Wake County Schools,920327,Ballentine Elementary,C,67
2014-15,Wake County Schools,920328,Baucom Elementary,B,80
2014-15,Wake County Schools,920329,Barwell Road Elementary,D,46
2014-15,Wake County Schools,920334,Brassfield Elementary,A+NG,86
2014-15,Wake County Schools,920336,Brentwood Elementary,C,55
2014-15,Wake County Schools,920340,Briarcliff Elementary,C,69
2014-15,Wake County Schools,920342,Brier Creek Elementary,C,68
2014-15,Wake County Schools,920344,Brooks Elementary,B,70
2014-15,Wake County Schools,920348,Needham Broughton High,B,75
2014-15,Wake County Schools,920352,Bugg Elementary,D,44
2014-15,Wake County Schools,920356,Carnage Middle,C,68
2014-15,Wake County Schools,920358,Carpenter Elementary,B,71
2014-15,Wake County Schools,920360,Carroll Middle,D,46
2014-15,Wake County Schools,920362,Carver Elementary,C,59
2014-15,Wake County Schools,920364,Cary Elementary,B,74
2014-15,Wake County Schools,920368,Cary High,B,80
2014-15,Wake County Schools,920369,Cedar Fork Elementary,A+NG,87
2014-15,Wake County Schools,920370,Centennial Campus Middle,D,53
2014-15,Wake County Schools,920376,Combs Elementary,B,75
2014-15,Wake County Schools,920380,Conn Elementary,C,63
2014-15,Wake County Schools,920384,Creech Road Elementary,C,57
2014-15,Wake County Schools,920388,Daniels Middle,C,60
2014-15,Wake County Schools,920390,Davis Drive Elementary,A+NG,86
2014-15,Wake County Schools,920391,Davis Drive Middle,A,86
2014-15,Wake County Schools,920393,Dillard Drive Elementary,C,64
2014-15,Wake County Schools,920394,Dillard Drive Middle,C,63
2014-15,Wake County Schools,920396,Douglas Elementary,C,61
2014-15,Wake County Schools,920398,Durant Road Elementary,C,69
2014-15,Wake County Schools,920399,Durant Road Middle,C,60
2014-15,Wake County Schools,920400,Reedy Creek Middle,C,60
2014-15,Wake County Schools,920402,East Cary Middle,C,65
2014-15,Wake County Schools,920403,East Garner Elementary,D,53
2014-15,Wake County Schools,920404,East Garner Middle,D,50
2014-15,Wake County Schools,920408,East Millbrook Middle,D,51
2014-15,Wake County Schools,920410,East Wake Middle,D,47
2014-15,Wake County Schools,920412,William G Enloe High,B,76
2014-15,Wake County Schools,920413,Forestville Road Elementary,C,63
2014-15,Wake County Schools,920414,Farmington Woods Elementary,B,75
2014-15,Wake County Schools,920415,Fox Road Elementary,D,52
2014-15,Wake County Schools,920416,Fuller Elementary,C,68
2014-15,Wake County Schools,920417,Forest Pines Drive Elementary,C,65
2014-15,Wake County Schools,920420,Fuquay-Varina Elementary,C,69
2014-15,Wake County Schools,920424,Fuquay-Varina Middle,C,58
2014-15,Wake County Schools,920428,Fuquay-Varina High,B,75
2014-15,Wake County Schools,920436,Garner High,B,70
2014-15,Wake County Schools,920439,Green Hope Elementary,A,87
2014-15,Wake County Schools,920440,Green Elementary,C,56
2014-15,Wake County Schools,920441,Green Hope High,A+NG,91
2014-15,Wake County Schools,920442,Hilburn Drive Academy,B,76
2014-15,Wake County Schools,920443,Highcroft Elementary,B,84
2014-15,Wake County Schools,920444,Heritage Middle,B,83
2014-15,Wake County Schools,920445,Heritage High,B,77
2014-15,Wake County Schools,920446,Hodge Road Elementary,F,38
2014-15,Wake County Schools,920447,Holly Springs Elementary,B,82
2014-15,Wake County Schools,920448,Hunter Elementary,C,61
2014-15,Wake County Schools,920449,Holly Ridge Elementary,B,70
2014-15,Wake County Schools,920450,Holly Ridge Middle,C,66
2014-15,Wake County Schools,920451,Harris Creek Elementary,C,65
2014-15,Wake County Schools,920452,Jeffreys Grove Elementary,B,71
2014-15,Wake County Schools,920453,Jones Dairy Elementary,B,80
2014-15,Wake County Schools,920454,Heritage Elementary,B,77
2014-15,Wake County Schools,920455,Holly Springs High,A+NG,85
2014-15,Wake County Schools,920456,Joyner Elementary,B,74
2014-15,Wake County Schools,920457,Holly Grove Elementary,B,80
2014-15,Wake County Schools,920458,Holly Grove Middle,B,71
2014-15,Wake County Schools,920460,Kingswood Elementary,C,69
2014-15,Wake County Schools,920464,Knightdale Elementary,D,52
2014-15,Wake County Schools,920466,Knightdale High,C,56
2014-15,Wake County Schools,920467,Laurel Park Elementary,B,76
2014-15,Wake County Schools,920468,Lacy Elementary,B,72
2014-15,Wake County Schools,920469,Leesville Road Elementary,C,69
2014-15,Wake County Schools,920470,Lead Mine Elementary,C,58
2014-15,Wake County Schools,920471,Leesville Road Middle,B,75
2014-15,Wake County Schools,920472,Ligon Middle,C,66
2014-15,Wake County Schools,920473,Leesville Road High,A+NG,85
2014-15,Wake County Schools,920474,Lake Myra Elementary,C,56
2014-15,Wake County Schools,920476,Lincoln Heights Elementary,D,46
2014-15,Wake County Schools,920480,Lockhart Elementary,C,57
2014-15,Wake County Schools,920484,Lufkin Road Middle,B,83
2014-15,Wake County Schools,920488,Lynn Road Elementary,C,62
2014-15,Wake County Schools,920492,Martin Middle,B,76
2014-15,Wake County Schools,920494,Middle Creek Elementary,B,74
2014-15,Wake County Schools,920495,Middle Creek High,B,84
2014-15,Wake County Schools,920496,Millbrook Elementary,D,52
2014-15,Wake County Schools,920500,Millbrook High,B,81
2014-15,Wake County Schools,920501,Mills Park Elementary,A,88
2014-15,Wake County Schools,920502,Mills Park Middle,A,86
2014-15,Wake County Schools,920504,Morrisville Elementary,A+NG,88
2014-15,Wake County Schools,920506,Moore Square Museum Magnet Middle,C,59
2014-15,Wake County Schools,920512,North Garner Middle,C,63
2014-15,Wake County Schools,920514,North Forest Pines Elementary,B,72
2014-15,Wake County Schools,920516,North Ridge Elementary,C,61
2014-15,Wake County Schools,920520,Northwoods Elementary,B,71
2014-15,Wake County Schools,920522,Oak Grove Elementary,B,81
2014-15,Wake County Schools,920523,Olive Chapel Elementary,B,77
2014-15,Wake County Schools,920524,Olds Elementary,B,72
2014-15,Wake County Schools,920525,Partnership Elementary,C,63
2014-15,Wake County Schools,920526,Panther Creek High,A+NG,88
2014-15,Wake County Schools,920530,Penny Road Elementary,B,79
2014-15,Wake County Schools,920531,Pleasant Union Elementary,B,79
2014-15,Wake County Schools,920532,Poe Elementary,D,54
2014-15,Wake County Schools,920536,Powell Elementary,C,57
2014-15,Wake County Schools,920540,Rand Road Elementary,C,67
2014-15,Wake County Schools,920542,Reedy Creek Elementary,C,69
2014-15,Wake County Schools,920543,Richland Creek ES,C,59
2014-15,Wake County Schools,920544,Rolesville Elementary,B,74
2014-15,Wake County Schools,920545,Rolesville Middle,C,62
2014-15,Wake County Schools,920546,Rolesville High,D,48
2014-15,Wake County Schools,920548,Root Elementary,B,78
2014-15,Wake County Schools,920550,Salem Elementary,B,70
2014-15,Wake County Schools,920551,Salem Middle,B,78
2014-15,Wake County Schools,920552,Sanderson High,B,74
2014-15,Wake County Schools,920554,Sanford Creek Elementary,C,68
2014-15,Wake County Schools,920560,Smith Elementary,C,55
2014-15,Wake County Schools,920562,Southeast Raleigh High,C,67
2014-15,Wake County Schools,920564,Stough Elementary,C,55
2014-15,Wake County Schools,920568,Swift Creek Elementary,C,68
2014-15,Wake County Schools,920569,Sycamore Creek Elementary,A+NG,85
2014-15,Wake County Schools,920570,Timber Drive Elementary,C,58
2014-15,Wake County Schools,920571,Turner Creek Elementary,B,76
2014-15,Wake County Schools,920572,Underwood Elementary,B,81
2014-15,Wake County Schools,920576,Vance Elementary,C,60
2014-15,Wake County Schools,920580,Vandora Springs Elementary,D,54
2014-15,Wake County Schools,920581,Vernon Malone College and Career Academy,C,60
2014-15,Wake County Schools,920582,Wake STEM Early College High School,A,93
2014-15,Wake County Schools,920583,Wake Early College of Health and Science,A,91
2014-15,Wake County Schools,920584,Wake Forest Elementary,C,66
2014-15,Wake County Schools,920585,Wake Young Men's Leadership Academy,C,67
2014-15,Wake County Schools,920586,Wake Young Women's Leadership Academy,B,78
2014-15,Wake County Schools,920588,Wake Forest High School,B,81
2014-15,Wake County Schools,920592,Wake Forest Middle School,C,62
2014-15,Wake County Schools,920593,Wakefield Elementary,C,58
2014-15,Wake County Schools,920594,Wakefield Middle,B,73
2014-15,Wake County Schools,920595,Wakefield High,B,78
2014-15,Wake County Schools,920596,Washington Elementary,B,73
2014-15,Wake County Schools,920597,Wakelon Elementary,C,60
2014-15,Wake County Schools,920598,Weatherstone Elementary,B,79
2014-15,Wake County Schools,920599,Walnut Creek ES,D,53
2014-15,Wake County Schools,920600,Wendell Elementary,C,60
2014-15,Wake County Schools,920601,Wendell Middle,D,50
2014-15,Wake County Schools,920604,West Cary Middle,B,74
2014-15,Wake County Schools,920606,West Lake Elementary,B,74
2014-15,Wake County Schools,920607,West Lake Middle,B,72
2014-15,Wake County Schools,920608,West Millbrook Middle,C,63
2014-15,Wake County Schools,920616,Wilburn Elementary,D,47
2014-15,Wake County Schools,920618,Wildwood Forest Elementary,C,62
2014-15,Wake County Schools,920620,Wiley Elementary,C,63
2014-15,Wake County Schools,920624,Willow Springs Elementary,B,83
2014-15,Wake County Schools,920626,Yates Mill Elementary,B,71
2014-15,Wake County Schools,920628,York Elementary,C,69
2014-15,Wake County Schools,920632,Zebulon Elementary,D,53
2014-15,Wake County Schools,920636,Zebulon Middle,C,55
2014-15,Wake County Schools,920700,East Wake School of Health Science,C,69
2014-15,Wake County Schools,920701,East Wake School of Integrated Technolog,C,63
2014-15,Wake County Schools,920702,East Wake School of Arts Education and G,C,68
2014-15,Wake County Schools,920703,East Wake School of Engineering,C,59
2014-15,Warren County Schools,930330,Mariam Boyd Elementary,D,44
2014-15,Warren County Schools,930340,Northside K-8,D,43
2014-15,Warren County Schools,930344,South Warren Elementary,C,56
2014-15,Warren County Schools,930348,Vaughan Elementary,C,64
2014-15,Warren County Schools,930352,Warren County High,D,46
2014-15,Warren County Schools,930354,Warren County Middle,D,40
2014-15,Warren County Schools,930360,Warren Early College High,C,62
2014-15,Warren County Schools,930700,Warren New Tech High,C,58
2014-15,Washington County Schools,940306,Creswell Elementary,D,47
2014-15,Washington County Schools,940308,Creswell High,C,58
2014-15,Washington County Schools,940314,Pines Elementary,D,40
2014-15,Washington County Schools,940316,Plymouth High,C,55
2014-15,Washington County Schools,940328,Washington County Union,D,52
2014-15,Watauga County Schools,950308,Bethel Elementary,C,62
2014-15,Watauga County Schools,950312,Blowing Rock Elementary,B,81
2014-15,Watauga County Schools,950316,Cove Creek Elementary,C,67
2014-15,Watauga County Schools,950320,Green Valley Elementary,C,67
2014-15,Watauga County Schools,950322,Hardin Park Elementary,B,76
2014-15,Watauga County Schools,950324,Mabel Elementary,C,62
2014-15,Watauga County Schools,950328,Parkway Elementary,B,74
2014-15,Watauga County Schools,950332,Valle Crucis Elementary,B,74
2014-15,Watauga County Schools,950336,Watauga High,B,74
2014-15,Wayne County Public Schools,960312,Brogden Middle,F,35
2014-15,Wayne County Public Schools,960314,Brogden Primary,F,38
2014-15,Wayne County Public Schools,960316,Carver Elementary,D,51
2014-15,Wayne County Public Schools,960318,Carver Heights Elementary,F,35
2014-15,Wayne County Public Schools,960324,Charles B Aycock High,B,70
2014-15,Wayne County Public Schools,960326,Dillard Middle,F,23
2014-15,Wayne County Public Schools,960329,Eastern Wayne Elementary,D,46
2014-15,Wayne County Public Schools,960330,Eastern Wayne High,C,64
2014-15,Wayne County Public Schools,960331,Eastern Wayne Middle,D,53
2014-15,Wayne County Public Schools,960334,Fremont STARS Elementary,C,60
2014-15,Wayne County Public Schools,960335,Goldsboro High,D,43
2014-15,Wayne County Public Schools,960336,Grantham,C,62
2014-15,Wayne County Public Schools,960340,Greenwood Middle,C,59
2014-15,Wayne County Public Schools,960344,Meadow Lane Elementary,C,67
2014-15,Wayne County Public Schools,960348,Mount Olive Middle,D,48
2014-15,Wayne County Public Schools,960360,Norwayne Middle,C,65
2014-15,Wayne County Public Schools,960370,Rosewood Elementary,C,57
2014-15,Wayne County Public Schools,960372,Rosewood High,C,69
2014-15,Wayne County Public Schools,960374,Rosewood Middle,C,59
2014-15,Wayne County Public Schools,960376,School Street Elementary,D,42
2014-15,Wayne County Public Schools,960380,Southern Wayne High,D,51
2014-15,Wayne County Public Schools,960382,Spring Creek Elementary,C,59
2014-15,Wayne County Public Schools,960386,Spring Creek High,D,53
2014-15,Wayne County Public Schools,960388,Tommy's Road Elementary,C,55
2014-15,Wayne County Public Schools,960390,North Drive Elementary,D,50
2014-15,Wayne County Public Schools,960450,Northeast Elementary,C,57
2014-15,Wayne County Public Schools,960454,Northwest Elementary,C,63
2014-15,Wayne County Public Schools,960490,Wayne Early / Middle College High,A,92
2014-15,Wayne County Public Schools,960700,Wayne School of Engineering,B,84
2014-15,Wilkes County Schools,970308,Boomer-Ferguson Elementary,C,56
2014-15,Wilkes County Schools,970310,C B Eller Elementary,C,69
2014-15,Wilkes County Schools,970312,C C Wright Elementary,D,51
2014-15,Wilkes County Schools,970315,Central Wilkes Middle,C,63
2014-15,Wilkes County Schools,970320,East Wilkes High,C,61
2014-15,Wilkes County Schools,970322,East Wilkes Middle,C,65
2014-15,Wilkes County Schools,970337,Millers Creek Elementary,C,66
2014-15,Wilkes County Schools,970340,Moravian Falls Elementary,B,74
2014-15,Wilkes County Schools,970344,Mount Pleasant Elementary,C,60
2014-15,Wilkes County Schools,970348,Mountain View Elementary,C,66
2014-15,Wilkes County Schools,970352,Mulberry Elementary,C,62
2014-15,Wilkes County Schools,970356,North Wilkes High,C,62
2014-15,Wilkes County Schools,970358,North Wilkes Middle,C,56
2014-15,Wilkes County Schools,970360,North Wilkesboro Elementary,D,52
2014-15,Wilkes County Schools,970368,Roaring River Elementary,C,61
2014-15,Wilkes County Schools,970370,Ronda-Clingman Elementary,C,55
2014-15,Wilkes County Schools,970376,Traphill Elementary,D,49
2014-15,Wilkes County Schools,970388,West Wilkes High,B,78
2014-15,Wilkes County Schools,970389,West Wilkes Middle,C,69
2014-15,Wilkes County Schools,970390,Wilkes Central High,C,59
