year,lea_name,school_code,school_name,spg_grade,spg_score
2013-14,Alamance-Burlington Schools,010303,Alamance-Burlington Middle College,A,85
2013-14,Alamance-Burlington Schools,010304,Alexander Wilson Elementary,C,67
2013-14,Alamance-Burlington Schools,010308,Altamahaw Ossipee Elem,C,67
2013-14,Alamance-Burlington Schools,010310,Broadview Middle,F,36
2013-14,Alamance-Burlington Schools,010312,Highland Elementary,B,74
2013-14,Alamance-Burlington Schools,010320,E M Yoder Elementary,C,69
2013-14,Alamance-Burlington Schools,010324,Eastern Alamance High,C,69
2013-14,Alamance-Burlington Schools,010326,Eastlawn Elementary,F,33
2013-14,Alamance-Burlington Schools,010328,Edwin M Holt Elementary,C,64
2013-14,Alamance-Burlington Schools,010340,Elon Elementary,C,66
2013-14,Alamance-Burlington Schools,010346,B Everett Jordan Elem,D,50
2013-14,Alamance-Burlington Schools,010347,Garrett Elementary,C,62
2013-14,Alamance-Burlington Schools,010348,Graham High,D,51
2013-14,Alamance-Burlington Schools,010350,Graham Middle,D,42
2013-14,Alamance-Burlington Schools,010351,Grove Park Elementary,D,48
2013-14,Alamance-Burlington Schools,010353,Hawfields Middle,C,58
2013-14,Alamance-Burlington Schools,010354,Harvey R Newlin Elementary,F,38
2013-14,Alamance-Burlington Schools,010357,Haw River Elementary,F,39
2013-14,Alamance-Burlington Schools,010358,Hillcrest Elementary,D,50
2013-14,Alamance-Burlington Schools,010360,Hugh M Cummings High,C,58
2013-14,Alamance-Burlington Schools,010362,Marvin B Smith Elementary,C,68
2013-14,Alamance-Burlington Schools,010364,North Graham Elementary,D,40
2013-14,Alamance-Burlington Schools,010372,Pleasant Grove Elementary,D,46
2013-14,Alamance-Burlington Schools,010374,R Homer Andrews Elementary,D,48
2013-14,Alamance-Burlington Schools,010380,South Graham Elementary,D,47
2013-14,Alamance-Burlington Schools,010384,South Mebane Elementary,B,73
2013-14,Alamance-Burlington Schools,010388,Southern High,C,66
2013-14,Alamance-Burlington Schools,010390,Southern Middle,C,56
2013-14,Alamance-Burlington Schools,010392,Sylvan Elementary,C,59
2013-14,Alamance-Burlington Schools,010394,Turrentine Middle,D,47
2013-14,Alamance-Burlington Schools,010396,Walter M Williams High,C,66
2013-14,Alamance-Burlington Schools,010400,Western Alamance High,C,69
2013-14,Alamance-Burlington Schools,010403,Western Middle,C,61
2013-14,Alamance-Burlington Schools,010406,Woodlawn Middle,C,65
2013-14,Alexander County Schools,020302,Alexander Central High,B,73
2013-14,Alexander County Schools,020304,Bethlehem Elementary,C,66
2013-14,Alexander County Schools,020306,East Alexander Middle,D,54
2013-14,Alexander County Schools,020308,Ellendale Elementary,C,63
2013-14,Alexander County Schools,020316,Hiddenite Elementary,C,66
2013-14,Alexander County Schools,020320,Stony Point Elementary,C,56
2013-14,Alexander County Schools,020324,Sugar Loaf Elementary,C,68
2013-14,Alexander County Schools,020328,Taylorsville Elementary,C,58
2013-14,Alexander County Schools,020330,West Alexander Middle,C,65
2013-14,Alexander County Schools,020332,Wittenburg Elementary,C,64
2013-14,Alleghany County Schools,030304,Alleghany High,B,71
2013-14,Alleghany County Schools,030308,Glade Creek Elementary,C,64
2013-14,Alleghany County Schools,030316,Piney Creek Elementary,B,80
2013-14,Alleghany County Schools,030320,Sparta Elementary,D,54
2013-14,Anson County Schools,040304,Anson Co. Early College High,C,65
2013-14,Anson County Schools,040306,Anson High School,C,55
2013-14,Anson County Schools,040308,Ansonville Elementary,C,61
2013-14,Anson County Schools,040309,Anson Middle,D,40
2013-14,Anson County Schools,040311,Wadesboro Primary,F,35
2013-14,Anson County Schools,040316,Lilesville Elementary,D,49
2013-14,Anson County Schools,040324,Morven Elementary,D,43
2013-14,Anson County Schools,040328,Peachland-Polkton Elem,C,60
2013-14,Anson County Schools,040330,Wadesboro Elementary,F,37
2013-14,Anson County Schools,040700,Anson New Tech High,D,49
2013-14,Ashe County Schools,050302,Ashe County High,C,69
2013-14,Ashe County Schools,050305,Ashe County Middle,B,70
2013-14,Ashe County Schools,050310,Blue Ridge Elementary,C,59
2013-14,Ashe County Schools,050330,Mountain View Elementary,B,73
2013-14,Ashe County Schools,050335,Westwood Elementary,B,71
2013-14,Avery County Schools,060302,Avery County High,C,66
2013-14,Avery County Schools,060304,Banner Elk Elementary,C,69
2013-14,Avery County Schools,060310,Cranberry Middle,B,71
2013-14,Avery County Schools,060316,Crossnore Elementary,B,79
2013-14,Avery County Schools,060318,Avery Middle,C,58
2013-14,Avery County Schools,060322,Freedom Trail Elementary,C,61
2013-14,Avery County Schools,060328,Newland Elementary,C,56
2013-14,Avery County Schools,060332,Riverside Elementary,C,59
2013-14,Avery County Schools,060700,Avery High STEM Academy,A,88
2013-14,Avery County Schools,060701,Avery High Viking Academy,C,66
2013-14,Beaufort County Schools,070308,Bath Elementary,B,70
2013-14,Beaufort County Schools,070311,Beaufort Co Early College High,A,88
2013-14,Beaufort County Schools,070325,Chocowinity Middle,D,51
2013-14,Beaufort County Schools,070326,Chocowinity Primary,B,78
2013-14,Beaufort County Schools,070327,John C Tayloe Elementary,C,56
2013-14,Beaufort County Schools,070328,John Small Elementary,D,44
2013-14,Beaufort County Schools,070329,Northeast Elementary,C,59
2013-14,Beaufort County Schools,070330,Northside High,C,61
2013-14,Beaufort County Schools,070338,P S Jones Middle,D,50
2013-14,Beaufort County Schools,070339,Southside High,C,66
2013-14,Beaufort County Schools,070340,S W Snowden Elementary,D,40
2013-14,Beaufort County Schools,070342,Washington High,C,62
2013-14,Bertie County Schools,080311,Bertie Early College High,B,71
2013-14,Bertie County Schools,080312,Bertie High,D,46
2013-14,Bertie County Schools,080314,Bertie Middle,D,47
2013-14,Bertie County Schools,080348,Aulander Elementary,D,43
2013-14,Bertie County Schools,080356,West Bertie Elementary,F,35
2013-14,Bertie County Schools,080360,Colerain Elementary,F,38
2013-14,Bertie County Schools,080362,Windsor Elementary,D,48
2013-14,Bertie County Schools,080700,Bertie STEM High,B,83
2013-14,Bladen County Schools,090304,B T Washington Primary,D,54
2013-14,Bladen County Schools,090315,Bladenboro Middle,F,39
2013-14,Bladen County Schools,090317,Bladenboro Primary,C,55
2013-14,Bladen County Schools,090318,Bladen Lakes Primary,D,52
2013-14,Bladen County Schools,090320,Clarkton School of Discovery,D,54
2013-14,Bladen County Schools,090324,Dublin Primary,C,65
2013-14,Bladen County Schools,090328,East Arcadia Elementary,D,40
2013-14,Bladen County Schools,090330,East Bladen High,C,56
2013-14,Bladen County Schools,090332,Elizabethtown Middle,D,43
2013-14,Bladen County Schools,090333,Elizabethtown Primary,D,50
2013-14,Bladen County Schools,090352,Plain View Primary,C,57
2013-14,Bladen County Schools,090365,Tar Heel Middle,D,44
2013-14,Bladen County Schools,090368,West Bladen High,C,56
2013-14,Brunswick County Schools,100302,Belville Elementary,C,55
2013-14,Brunswick County Schools,100304,Bolivia Elementary,C,63
2013-14,Brunswick County Schools,100307,Brunswick County Early College,A,94
2013-14,Brunswick County Schools,100309,Cedar Grove Middle,C,57
2013-14,Brunswick County Schools,100310,Jessie Mae Monroe Elementary,D,52
2013-14,Brunswick County Schools,100316,Leland Middle,D,50
2013-14,Brunswick County Schools,100320,Lincoln Elementary,C,60
2013-14,Brunswick County Schools,100326,North Brunswick High,C,64
2013-14,Brunswick County Schools,100332,Shallotte Middle,C,69
2013-14,Brunswick County Schools,100334,South Brunswick High,C,69
2013-14,Brunswick County Schools,100335,South Brunswick Middle,C,58
2013-14,Brunswick County Schools,100336,Southport Elementary,C,58
2013-14,Brunswick County Schools,100338,Supply Elementary,D,48
2013-14,Brunswick County Schools,100339,Town Creek Elementary,D,51
2013-14,Brunswick County Schools,100340,Union Elementary,B,75
2013-14,Brunswick County Schools,100342,Virginia Williamson Elem,C,56
2013-14,Brunswick County Schools,100344,Waccamaw,C,59
2013-14,Brunswick County Schools,100348,West Brunswick High,B,71
2013-14,Buncombe County Schools,110304,Reynolds High,B,72
2013-14,Buncombe County Schools,110306,Reynolds Middle,C,67
2013-14,Buncombe County Schools,110308,Barnardsville Elementary,C,64
2013-14,Buncombe County Schools,110318,Black Mountain Elementary,C,68
2013-14,Buncombe County Schools,110320,Black Mountain Primary,B,72
2013-14,Buncombe County Schools,110322,Buncombe County Early College,A,92
2013-14,Buncombe County Schools,110324,Candler Elementary,C,61
2013-14,Buncombe County Schools,110326,Cane Creek Middle,B,75
2013-14,Buncombe County Schools,110332,Bell Elementary,C,67
2013-14,Buncombe County Schools,110336,Owen High,B,70
2013-14,Buncombe County Schools,110338,Owen Middle,C,58
2013-14,Buncombe County Schools,110340,Erwin High,C,58
2013-14,Buncombe County Schools,110342,Erwin Middle,C,55
2013-14,Buncombe County Schools,110348,Emma Elementary,D,52
2013-14,Buncombe County Schools,110352,Enka High,C,58
2013-14,Buncombe County Schools,110356,Fairview Elementary,C,69
2013-14,Buncombe County Schools,110366,Glen Arden Elementary,B,78
2013-14,Buncombe County Schools,110368,Haw Creek Elementary,C,65
2013-14,Buncombe County Schools,110370,Hominy Valley Elementary,C,68
2013-14,Buncombe County Schools,110372,Johnston Elementary,D,48
2013-14,Buncombe County Schools,110376,Leicester Elementary,C,66
2013-14,Buncombe County Schools,110379,North Buncombe Elementary,C,64
2013-14,Buncombe County Schools,110380,North Buncombe High,B,75
2013-14,Buncombe County Schools,110381,North Buncombe Middle,C,61
2013-14,Buncombe County Schools,110382,North Windy Ridge Intermediate,C,68
2013-14,Buncombe County Schools,110384,Oakley Elementary,C,56
2013-14,Buncombe County Schools,110388,Pisgah Elementary,B,80
2013-14,Buncombe County Schools,110401,Enka Middle,C,58
2013-14,Buncombe County Schools,110408,Sand Hill-Venable Elem,C,57
2013-14,Buncombe County Schools,110410,Avery's Creek Elementary,C,60
2013-14,Buncombe County Schools,110412,Williams Elementary,C,59
2013-14,Buncombe County Schools,110416,Roberson High,B,75
2013-14,Buncombe County Schools,110420,Valley Springs Middle,B,71
2013-14,Buncombe County Schools,110422,Estes Elementary,C,68
2013-14,Buncombe County Schools,110428,Weaverville Elementary,B,70
2013-14,Buncombe County Schools,110436,West Buncombe Elementary,B,73
2013-14,Buncombe County Schools,110444,Woodfin Elementary,D,53
2013-14,Buncombe County Schools,110450,Koontz Intermediate,C,62
2013-14,Buncombe County Schools,110451,Eblen Intermediate,D,51
2013-14,Asheville City Schools,111302,Asheville High,C,69
2013-14,Asheville City Schools,111304,Hall Fletcher Elementary,C,58
2013-14,Asheville City Schools,111306,Isaac Dickson Elementary,B,80
2013-14,Asheville City Schools,111312,Claxton Elementary,B,76
2013-14,Asheville City Schools,111332,Ira B Jones Elementary,C,69
2013-14,Asheville City Schools,111356,Asheville Middle,C,65
2013-14,Asheville City Schools,111360,Vance Elementary,B,78
2013-14,Asheville City Schools,111700,School of Inquiry and Life Sciences,A,90
2013-14,Burke County Schools,120304,Chesterfield Elementary,C,63
2013-14,Burke County Schools,120310,Burke Middle College,A,99
2013-14,Burke County Schools,120312,Drexel Elementary,C,58
2013-14,Burke County Schools,120314,East Burke High,C,64
2013-14,Burke County Schools,120315,East Burke Middle,B,74
2013-14,Burke County Schools,120316,Forest Hill Elementary,C,66
2013-14,Burke County Schools,120318,Freedom High,C,61
2013-14,Burke County Schools,120320,George Hildebrand Elementary,C,68
2013-14,Burke County Schools,120324,Glen Alpine Elementary,B,70
2013-14,Burke County Schools,120334,Heritage Middle,C,69
2013-14,Burke County Schools,120338,Hildebran Elementary,B,76
2013-14,Burke County Schools,120340,Mountain Crest Elementary,C,57
2013-14,Burke County Schools,120344,Icard Elementary,C,66
2013-14,Burke County Schools,120346,Jimmy C Draughn High School,B,79
2013-14,Burke County Schools,120350,Liberty Middle,C,68
2013-14,Burke County Schools,120360,Mull Elementary,C,69
2013-14,Burke County Schools,120364,Oak Hill Elementary,C,63
2013-14,Burke County Schools,120368,Ray Childers Elementary,C,61
2013-14,Burke County Schools,120370,Robert L. Patton High School,C,67
2013-14,Burke County Schools,120372,Rutherford College Elem,A,86
2013-14,Burke County Schools,120374,Salem Elementary,B,72
2013-14,Burke County Schools,120376,Table Rock Middle,C,62
2013-14,Burke County Schools,120380,Valdese Elementary,B,70
2013-14,Burke County Schools,120386,W A Young Elementary,C,60
2013-14,Burke County Schools,120390,Walter R Johnson Middle,C,69
2013-14,Cabarrus County Schools,130304,A T Allen Elementary,C,62
2013-14,Cabarrus County Schools,130307,Cox Mill High School,B,80
2013-14,Cabarrus County Schools,130308,Bethel Elementary,C,58
2013-14,Cabarrus County Schools,130309,Beverly Hills Elementary,C,61
2013-14,Cabarrus County Schools,130310,Central Cabarrus High,B,71
2013-14,Cabarrus County Schools,130311,Coltrane-Webb Elementary,C,64
2013-14,Cabarrus County Schools,130312,Harrisburg Elementary,B,75
2013-14,Cabarrus County Schools,130313,Concord Middle,D,45
2013-14,Cabarrus County Schools,130314,Concord High,C,61
2013-14,Cabarrus County Schools,130315,J N Fries Magnet School,A,87
2013-14,Cabarrus County Schools,130316,Jay M Robinson High,C,64
2013-14,Cabarrus County Schools,130318,C C Griffin Middle,D,46
2013-14,Cabarrus County Schools,130319,Cox Mill Elementary,B,81
2013-14,Cabarrus County Schools,130320,Harris Road Middle,B,79
2013-14,Cabarrus County Schools,130321,Carl A Furr Elementary,C,65
2013-14,Cabarrus County Schools,130322,Mount Pleasant Elementary,B,72
2013-14,Cabarrus County Schools,130323,Mount Pleasant Middle,C,68
2013-14,Cabarrus County Schools,130324,Mount Pleasant High,C,65
2013-14,Cabarrus County Schools,130325,Charles E Boger Elementary,C,64
2013-14,Cabarrus County Schools,130326,Northwest Cabarrus High,B,72
2013-14,Cabarrus County Schools,130327,Northwest Cabarrus Middle,C,62
2013-14,Cabarrus County Schools,130328,Royal Oaks Elementary,D,53
2013-14,Cabarrus County Schools,130329,Rocky River Elementary,D,53
2013-14,Cabarrus County Schools,130330,R Brown McAllister Elementary,B,72
2013-14,Cabarrus County Schools,130331,Pitts School Road Elementary,C,64
2013-14,Cabarrus County Schools,130332,Hickory Ridge High,B,83
2013-14,Cabarrus County Schools,130333,Performance Learning Center,C,62
2013-14,Cabarrus County Schools,130336,W R Odell Elementary,B,76
2013-14,Cabarrus County Schools,130338,Weddington Hills Elementary,C,63
2013-14,Cabarrus County Schools,130340,Winecoff Elementary,D,47
2013-14,Cabarrus County Schools,130342,W M Irvin Elementary,D,47
2013-14,Cabarrus County Schools,130344,Wolf Meadow Elementary,D,52
2013-14,Cabarrus County Schools,130345,Patriots Elementary,C,69
2013-14,Cabarrus County Schools,130346,Hickory Ridge Middle,B,74
2013-14,Cabarrus County Schools,130350,Cabarrus-Kannapolis Early Coll,A,87
2013-14,Cabarrus County Schools,130355,Harold E. Winkler Middle,C,62
2013-14,Kannapolis City Schools,132304,A L Brown High,C,59
2013-14,Kannapolis City Schools,132308,Forest Park Elementary,C,60
2013-14,Kannapolis City Schools,132312,Fred L Wilson Elementary,C,55
2013-14,Kannapolis City Schools,132328,Jackson Park Elementary,C,55
2013-14,Kannapolis City Schools,132329,Kannapolis Intermediate,D,44
2013-14,Kannapolis City Schools,132330,Kannapolis Middle,D,45
2013-14,Kannapolis City Schools,132332,Shady Brook Elementary,C,58
2013-14,Kannapolis City Schools,132336,Woodrow Wilson Elementary,D,54
2013-14,Caldwell County Schools,140304,Baton Elementary,B,71
2013-14,Caldwell County Schools,140305,Caldwell Career Cen Mid. Coll.,B,81
2013-14,Caldwell County Schools,140308,Collettsville School,B,77
2013-14,Caldwell County Schools,140309,Caldwell Early College,A,93
2013-14,Caldwell County Schools,140312,Davenport A+ School,C,64
2013-14,Caldwell County Schools,140316,Dudley Shoals Elementary,C,66
2013-14,Caldwell County Schools,140324,Gamewell Elementary,C,61
2013-14,Caldwell County Schools,140332,Gamewell Middle,C,56
2013-14,Caldwell County Schools,140336,Granite Falls Middle,C,69
2013-14,Caldwell County Schools,140340,Granite Falls Elementary,B,72
2013-14,Caldwell County Schools,140344,Happy Valley Elementary,C,63
2013-14,Caldwell County Schools,140348,Hibriten High,B,72
2013-14,Caldwell County Schools,140352,Hudson Elementary,C,67
2013-14,Caldwell County Schools,140356,Hudson Middle,C,69
2013-14,Caldwell County Schools,140360,Kings Creek Elementary,C,65
2013-14,Caldwell County Schools,140368,William Lenoir Middle,C,65
2013-14,Caldwell County Schools,140372,Lower Creek Elementary,C,67
2013-14,Caldwell County Schools,140376,Oak Hill Elementary,C,58
2013-14,Caldwell County Schools,140384,Sawmills Elementary,C,56
2013-14,Caldwell County Schools,140386,South Caldwell High,B,71
2013-14,Caldwell County Schools,140388,Valmead Elementary,D,49
2013-14,Caldwell County Schools,140390,West Caldwell High,C,64
2013-14,Caldwell County Schools,140392,West Lenoir Elementary,D,46
2013-14,Caldwell County Schools,140396,Whitnel Elementary,C,57
2013-14,Camden County Schools,150304,Camden County High,B,80
2013-14,Camden County Schools,150308,Grandy Primary,B,83
2013-14,Camden County Schools,150310,Camden Intermediate,C,68
2013-14,Camden County Schools,150312,Camden Middle,C,65
2013-14,Camden County Schools,150700,CamTech High,B,76
2013-14,Carteret County Public Schools,160304,Atlantic Elementary,B,75
2013-14,Carteret County Public Schools,160306,Bogue Sound Elementary,C,61
2013-14,Carteret County Public Schools,160308,Beaufort Elementary,B,72
2013-14,Carteret County Public Schools,160310,Beaufort Middle,C,63
2013-14,Carteret County Public Schools,160311,Broad Creek Middle,B,76
2013-14,Carteret County Public Schools,160313,East Carteret High,B,80
2013-14,Carteret County Public Schools,160314,Croatan High,A,89
2013-14,Carteret County Public Schools,160316,Harkers Island Elementary,B,78
2013-14,Carteret County Public Schools,160317,Morehead Elem at Camp Glenn,C,61
2013-14,Carteret County Public Schools,160318,Morehead City Middle,B,70
2013-14,Carteret County Public Schools,160322,Morehead City Primary,B,74
2013-14,Carteret County Public Schools,160324,Newport Elementary,C,69
2013-14,Carteret County Public Schools,160326,Newport Middle,C,65
2013-14,Carteret County Public Schools,160332,Smyrna Elementary,B,70
2013-14,Carteret County Public Schools,160344,West Carteret High,B,84
2013-14,Carteret County Public Schools,160352,White Oak Elementary,B,71
2013-14,Caswell County Schools,170316,Bartlett Yancey High,D,50
2013-14,Caswell County Schools,170334,North Elementary,C,64
2013-14,Caswell County Schools,170338,N L Dillard Middle,D,51
2013-14,Caswell County Schools,170339,Oakwood Elementary,D,53
2013-14,Caswell County Schools,170342,South Elementary,C,58
2013-14,Caswell County Schools,170344,Stoney Creek Elementary,C,58
2013-14,Catawba County Schools,180302,Harry M Arndt Middle,C,65
2013-14,Catawba County Schools,180304,Balls Creek Elementary,C,65
2013-14,Catawba County Schools,180308,Bandys High,B,80
2013-14,Catawba County Schools,180312,Banoak Elementary,C,68
2013-14,Catawba County Schools,180316,Blackburn Elementary,C,68
2013-14,Catawba County Schools,180320,Bunker Hill High,C,69
2013-14,Catawba County Schools,180324,Catawba Elementary School,C,58
2013-14,Catawba County Schools,180325,Challenger Early College High,A,98
2013-14,Catawba County Schools,180326,Charles H Tuttle Elementary,C,68
2013-14,Catawba County Schools,180332,Claremont Elementary,C,65
2013-14,Catawba County Schools,180336,Clyde Campbell Elementary,B,75
2013-14,Catawba County Schools,180340,Fred T Foard High,B,75
2013-14,Catawba County Schools,180342,Jacobs Fork Middle,C,66
2013-14,Catawba County Schools,180343,Lyle Creek Elementary,D,53
2013-14,Catawba County Schools,180344,Maiden Elementary,C,58
2013-14,Catawba County Schools,180346,Maiden Middle School,C,65
2013-14,Catawba County Schools,180348,Maiden High,B,72
2013-14,Catawba County Schools,180352,Mill Creek Middle,C,69
2013-14,Catawba County Schools,180356,Mountain View Elementary,B,73
2013-14,Catawba County Schools,180360,Oxford Elementary,C,65
2013-14,Catawba County Schools,180364,River Bend Middle,C,58
2013-14,Catawba County Schools,180368,Sherrills Ford Elementary,B,76
2013-14,Catawba County Schools,180372,Saint Stephens Elementary,D,48
2013-14,Catawba County Schools,180376,Saint Stephens High,B,70
2013-14,Catawba County Schools,180379,Snow Creek Elementary,B,70
2013-14,Catawba County Schools,180380,Startown Elementary,C,68
2013-14,Catawba County Schools,180388,Webb A Murray Elementary,C,57
2013-14,Hickory City Schools,181312,Northview Middle,B,70
2013-14,Hickory City Schools,181316,Grandview Middle,D,52
2013-14,Hickory City Schools,181318,Hickory Career Arts Magnet High School,D,44
2013-14,Hickory City Schools,181322,Hickory High,C,63
2013-14,Hickory City Schools,181326,W M Jenkins Elementary,B,73
2013-14,Hickory City Schools,181332,Longview Elementary,D,51
2013-14,Hickory City Schools,181336,Oakwood Elementary,C,64
2013-14,Hickory City Schools,181342,Southwest Elementary,D,47
2013-14,Hickory City Schools,181344,Viewmont Elementary,C,57
2013-14,Newton Conover City Schools,182316,Newton-Conover High,C,67
2013-14,Newton Conover City Schools,182321,Newton-Conover Middle,C,57
2013-14,Newton Conover City Schools,182322,Shuford Elementary,C,65
2013-14,Newton Conover City Schools,182324,South Newton Elementary,C,58
2013-14,Newton Conover City Schools,182328,North Newton Elementary,D,52
2013-14,Newton Conover City Schools,182700,Discovery High School,B,79
2013-14,Chatham County Schools,190304,Bennett School,C,67
2013-14,Chatham County Schools,190308,Bonlee School,C,61
2013-14,Chatham County Schools,190312,Chatham Middle,D,47
2013-14,Chatham County Schools,190316,Chatham Central High,B,74
2013-14,Chatham County Schools,190328,Horton Middle,C,59
2013-14,Chatham County Schools,190332,J S Waters School,C,66
2013-14,Chatham County Schools,190336,Jordan Matthews High,C,67
2013-14,Chatham County Schools,190339,Margaret B. Pollard Middle,B,76
2013-14,Chatham County Schools,190340,Moncure School,C,68
2013-14,Chatham County Schools,190341,North Chatham Elementary,C,63
2013-14,Chatham County Schools,190342,Northwood High,B,79
2013-14,Chatham County Schools,190346,Perry W Harrison Elementary,B,74
2013-14,Chatham County Schools,190348,Pittsboro Elementary,C,62
2013-14,Chatham County Schools,190350,Siler City Elementary,D,54
2013-14,Chatham County Schools,190352,Silk Hope School,B,70
2013-14,Chatham County Schools,190370,Virginia Cross Elementary,D,50
2013-14,Cherokee County Schools,200304,Andrews Elementary,D,54
2013-14,Cherokee County Schools,200308,Andrews High,C,64
2013-14,Cherokee County Schools,200310,Andrews Middle,D,51
2013-14,Cherokee County Schools,200312,Hiwassee Dam Elementary/Middle,D,51
2013-14,Cherokee County Schools,200314,Hiwassee Dam High,B,74
2013-14,Cherokee County Schools,200316,Marble Elementary,C,61
2013-14,Cherokee County Schools,200320,Martins Creek Elementary/Mid,C,64
2013-14,Cherokee County Schools,200324,Murphy Elementary,C,65
2013-14,Cherokee County Schools,200328,Murphy High,B,79
2013-14,Cherokee County Schools,200330,Murphy Middle,C,60
2013-14,Cherokee County Schools,200332,Peachtree Elementary,C,64
2013-14,Cherokee County Schools,200336,Ranger Elementary/Middle,C,68
2013-14,Cherokee County Schools,200350,Tri-County Early College High,B,79
2013-14,Edenton-Chowan Schools,210304,Chowan Middle,D,51
2013-14,Edenton-Chowan Schools,210306,D F Walker Elementary,D,54
2013-14,Edenton-Chowan Schools,210312,John A Holmes High,C,58
2013-14,Clay County Schools,220308,Hayesville Elementary,C,59
2013-14,Clay County Schools,220310,Hayesville High,B,72
2013-14,Clay County Schools,220312,Hayesville Middle,C,61
2013-14,Cleveland County Schools,230304,Bethware Elementary,C,68
2013-14,Cleveland County Schools,230308,Boiling Springs Elementary,B,78
2013-14,Cleveland County Schools,230312,Burns High,C,66
2013-14,Cleveland County Schools,230316,Burns Middle,C,58
2013-14,Cleveland County Schools,230320,Casar Elementary,B,70
2013-14,Cleveland County Schools,230322,Cleveland ECHS,B,82
2013-14,Cleveland County Schools,230324,Crest High,B,70
2013-14,Cleveland County Schools,230328,Crest Middle,C,61
2013-14,Cleveland County Schools,230334,East Elementary,B,77
2013-14,Cleveland County Schools,230336,Shelby Intermediate,D,54
2013-14,Cleveland County Schools,230340,Fallston Elementary,C,66
2013-14,Cleveland County Schools,230342,Graham Elementary,D,42
2013-14,Cleveland County Schools,230344,Grover Elementary,C,66
2013-14,Cleveland County Schools,230346,James Love Elementary,D,50
2013-14,Cleveland County Schools,230348,Jefferson Elementary,C,67
2013-14,Cleveland County Schools,230350,Kings Mountain High,B,75
2013-14,Cleveland County Schools,230351,Kings Mountain Intermediate,C,66
2013-14,Cleveland County Schools,230352,Kings Mountain Middle,C,63
2013-14,Cleveland County Schools,230355,Marion Elementary,C,59
2013-14,Cleveland County Schools,230357,North Elementary,B,77
2013-14,Cleveland County Schools,230361,Shelby High,C,64
2013-14,Cleveland County Schools,230362,Shelby Middle,C,55
2013-14,Cleveland County Schools,230364,Springmore Elementary,B,75
2013-14,Cleveland County Schools,230368,Township Three Elementary,C,59
2013-14,Cleveland County Schools,230370,Union Elementary,C,64
2013-14,Cleveland County Schools,230376,Washington Elementary,C,61
2013-14,Cleveland County Schools,230380,West Elementary,B,77
2013-14,Columbus County Schools,240304,Acme Delco Middle,D,40
2013-14,Columbus County Schools,240308,Acme Delco Elementary,D,44
2013-14,Columbus County Schools,240328,Cerro Gordo Elementary,C,58
2013-14,Columbus County Schools,240330,Chadbourn Middle,D,41
2013-14,Columbus County Schools,240332,Chadbourn Elementary,F,36
2013-14,Columbus County Schools,240334,East Columbus High,C,62
2013-14,Columbus County Schools,240344,Evergreen Elementary,D,46
2013-14,Columbus County Schools,240352,Guideway Elementary,D,47
2013-14,Columbus County Schools,240354,Hallsboro-Artesia Elementary,F,38
2013-14,Columbus County Schools,240356,Hallsboro Middle,C,55
2013-14,Columbus County Schools,240368,Nakina Middle,C,59
2013-14,Columbus County Schools,240370,Old Dock Elementary,C,60
2013-14,Columbus County Schools,240371,South Columbus High,C,65
2013-14,Columbus County Schools,240372,Tabor City Elementary,D,54
2013-14,Columbus County Schools,240373,CCCA - Southeastern Campus,C,68
2013-14,Columbus County Schools,240376,Tabor City Middle,D,41
2013-14,Columbus County Schools,240380,West Columbus High,C,64
2013-14,Columbus County Schools,240388,Williams Township,C,57
2013-14,Whiteville City Schools,241304,Central Middle,C,57
2013-14,Whiteville City Schools,241308,Edgewood Elementary,C,55
2013-14,Whiteville City Schools,241316,Whiteville High,C,65
2013-14,Craven County Schools,250304,Albert H Bangert Elementary,C,64
2013-14,Craven County Schools,250306,Ben D Quinn Elementary,B,73
2013-14,Craven County Schools,250308,Bridgeton Elementary,C,65
2013-14,Craven County Schools,250312,Brinson Memorial Elementary,B,71
2013-14,Craven County Schools,250314,Craven Early College High,B,81
2013-14,Craven County Schools,250316,Creekside Elementary,B,74
2013-14,Craven County Schools,250320,Vanceboro-Farm Life Elementary,D,53
2013-14,Craven County Schools,250321,Early College EAST High,B,74
2013-14,Craven County Schools,250324,Grover C Fields Middle,C,64
2013-14,Craven County Schools,250328,Graham A Barden Elementary,C,69
2013-14,Craven County Schools,250332,H J MacDonald Middle,C,55
2013-14,Craven County Schools,250336,Havelock Elementary,C,65
2013-14,Craven County Schools,250340,Havelock High,B,75
2013-14,Craven County Schools,250344,Havelock Middle,C,62
2013-14,Craven County Schools,250348,J T Barber Elementary,C,58
2013-14,Craven County Schools,250350,James W Smith Elementary,D,51
2013-14,Craven County Schools,250356,New Bern High,C,59
2013-14,Craven County Schools,250360,Oaks Road Elementary,D,48
2013-14,Craven County Schools,250362,Roger R Bell Elementary,D,52
2013-14,Craven County Schools,250364,Trent Park Elementary,C,56
2013-14,Craven County Schools,250368,Tucker Creek Middle,B,71
2013-14,Craven County Schools,250372,West Craven High,C,67
2013-14,Craven County Schools,250376,West Craven Middle,C,56
2013-14,Craven County Schools,250378,W Jesse Gurganus Elementary,B,83
2013-14,Craven County Schools,250380,Arthur W Edwards Elementary,C,67
2013-14,Cumberland County Schools,260306,Armstrong Elementary,C,67
2013-14,Cumberland County Schools,260308,Ashley Elementary,C,61
2013-14,Cumberland County Schools,260310,Loyd E Auman Elementary,D,51
